stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2411,2411,WBD Delta River at Newport Dr,DELTA RIVER DR & NEWPORT DR,42.76188,-84.595987,,,,,,0
2412,2412,WBD Delta River past Amherst Dr,DELTA RIVER DR & CRANBROOK AVE,42.762855,-84.598875,,,,,,0
2421,2421,NBD Capitol City past Commerce Dr,CAPITOL CITY BLVD & W CIRCLE DR,42.772403,-84.588833,,,,,,0
2442,2442,EBD Malcolm X past S Pennsylvania Ave,PENNSYLVANIA/MAIN CONNECTOR & E JOLLY RD,42.725455,-84.536452,,,,,,0
2446,2446,SBD Capitol before Kilborn St,N CAPITOL AVE & W MAPLE ST,42.745712,-84.553808,,,,,,0
2455,2455,EBD Kalamazoo past Charles St,,42.72993,-84.51316,,,,,,0
2460,2460,NBD Coolidge past Melody Ln,COOLIDGE RD & MELODY LN,42.743896,-84.503363,,,,,,0
2461,2461,NBD Coolidge past Lakeside Dr,COOLIDGE RD & Lakeside Dr.,42.747861,-84.503419,,,,,,0
2462,2462,NBD Coolidge past Fairoaks Ct,COOLIDGE RD & FAIROAKS CT,42.750984,-84.503415,,,,,,0
2463,2463,NBD Coolidge past Farwood Dr,COOLIDGE RD & FARWOOD DR,42.752925,-84.503412,,,,,,0
2464,2464,NBD Coolidge past N Shore Dr,COOLIDGE RD & N SHORE DR,42.75527,-84.503372,,,,,,0
2465,2465,NBD Coolidge before Ramblewood Dr,COOLIDGE RD & N SHORE DR,42.757212,-84.503357,,,,,,0
2466,2466,NBD Coolidge before W Lake Lansing,COOLIDGE RD & W LAKE LANSING RD,42.760254,-84.503353,,,,,,0
2468,2468,SBD Coolidge past Ramblewood Dr,COOLIDGE RD & RAMBLEWOOD DR,42.757391,-84.503504,,,,,,0
2469,2469,SBD Coolidge before N Shore Dr,COOLIDGE RD & RAMBLEWOOD DR,42.755682,-84.503519,,,,,,0
2470,2470,SBD Coolidge past N Shore Dr,COOLIDGE RD & WOODBROOK DR,42.753883,-84.503558,,,,,,0
2472,2472,SBD Coolidge past Pebble Creek Blvd,COOLIDGE RD & PEBBLE CREEK BLVD,42.74999,-84.503563,,,,,,0
2473,2473,SBD Coolidge past Stonewood Dr,COOLIDGE RD & LAKE SIDE DR,42.747306,-84.503542,,,,,,0
2474,2474,SBD Coolidge past Dual Chartwell Ca,COOLIDGE RD & CHARTWELL DUAL CARRIAGE WAY,42.745194,-84.503508,,,,,,0
2475,2475,SBD Coolidge past Melody Ln,COOLIDGE RD & MELODY LN,42.743458,-84.503511,,,,,,0
2490,2490,NBD Holmes before Malcolm X,S HOLMES ST & E MAIN ST,42.725185,-84.533001,,,,,,0
2493,2493,SBD MAC past Burcham,634 MAC AVE & BURCHAM DR,42.740236,-84.480738,,,,,,0
2495,2495,NBD Abbot before Centerlawn St,ABBOT RD & CENTERLAWN ST,42.74185,-84.483659,,,,,,0
2503,2503,EBD Lake Lansing past Abbot Rd,E LAKE LANSING RD & ABBOT RD,42.759155,-84.48298,,,,,,0
2504,2504,WBD Lake Lansing before Gossard Ave,3383 E LAKE LANSING RD & GOSSARD AVE,42.758735,-84.478314,,,,,,0
2509,2509,NBD Hagadorn past Lake Lansing,6020 N HAGADORN RD & E LAKE LANSING RD,42.755598,-84.462208,,,,,,0
2510,2510,NBD Hagadorn past Horizon Dr,N HAGADORN RD & HORIZON DR,42.756708,-84.462218,,,,,,0
2511,2511,NBD Hagadorn past Birch Row Dr,N HAGADORN RD & COBBLERS CT,42.7587,-84.463281,,,,,,0
2512,2512,NBD Hagadorn past Farrington Ct,N HAGADORN RD & FARRINGTON CT,42.760125,-84.464595,,,,,,0
2513,2513,WBD Birch Row before Cobbler's Dr,N HAGADORN RD & before Cobb,42.7609,-84.463437,,,,,,0
2514,2514,WBD Birch Row past Captain's Way,BIRCH ROW DR & FARRINGTON CT,42.760311,-84.461047,,,,,,0
2515,2515,WBD Birch Row past Briarwick Ct,BIRCH ROW DR & COACH HOUSE ST,42.759338,-84.461854,,,,,,0
2520,2520,WBD Birch Row before Hardy Ave,3104 BIRCH ROW DR & HARDY AVE,42.758364,-84.466785,,,,,,0
2521,2521,WBD Birch Row past Gibson Ave,BIRCH ROW DR & POLLARD AVE,42.758328,-84.469523,,,,,,0
2522,2522,WBD Birch Row past Porter Ave,3214 BIRCH ROW DR & RUTHERFORD AVE,42.758341,-84.473627,,,,,,0
2523,2523,WBD Lake Lansing past Towar Ave,E LAKE LANSING RD & BIRCH ROW DR,42.758457,-84.475935,,,,,,0
2524,2524,EBD Lk. Lansing Rd past Gossard Ave,3412 E LAKE LANSING RD & GOSSARD AVE,42.758623,-84.478434,,,,,,0
2525,2525,NBD Abbot past W Lake Lansing Rd,Abbot Rd & E Lake Lansing Rd,42.75962,-84.48362,,,,,,0
2535,2535,SBD MAC past Linden,329 MAC AVE & MARIOTT SERVICE DRIVE,42.736603,-84.480781,,,,,,0
2536,2536,EBD Albert past MAC,ALBERT AVE & MAC Avenue,42.735431,-84.480856,,,,,,0
2542,2542,NBD Harrison past Wildwood Dr,720 N HARRISON RD & SOUTHLAWN AVE,42.740596,-84.493539,,,,,,0
2543,2543,NBD Harrison past Northlawn St,940 N HARRISON RD & NORTHLAWN ST,42.743119,-84.493572,,,,,,0
2544,2544,NBD Harrison past Pine Forest Dr,N HARRISON RD & LONGFELLOW DR,42.746824,-84.493517,,,,,,0
2545,2545,NBD Harrison past Woodingham Dr,1412 N HARRISON RD & WOODINGHAM DR,42.74856,-84.493551,,,,,,0
2546,2546,NBD Harrison past Gainsborough Dr,1620 N HARRISON RD & DARLINGTON AVE,42.751468,-84.493498,,,,,,0
2547,2547,NBD Harrison past Blanchette Dr,1800 N HARRISON RD & BLANCHETTE DR,42.753491,-84.493458,,,,,,0
2548,2548,NBD Harrison Rd at Crown Blvd,1900 N HARRISON RD & CROWN BLVD,42.755343,-84.493505,,,,,,0
2549,2549,NBD Harrison past Tarleton Ave,2210 N HARRISON RD & TARLETON AVE,42.75843,-84.493475,,,,,,0
2550,2550,WBD Lake Lansing past N Harrison,808 W LAKE LANSING RD & BURNT TREE LN,42.760161,-84.494281,,,,,,0
2551,2551,WBD Lake Lansing at Barclay Ln,830 W LAKE LANSING RD & BARCLAY LN,42.760735,-84.496399,,,,,,0
2552,2552,WBD Lake Lansing past Marfitt Rd,W LAKE LANSING RD & MARFITT RD,42.7609,-84.499146,,,,,,0
2560,2560,SBD Harrison past Blanchette Dr,1739 N HARRISON RD & CRICKET LN,42.753178,-84.493606,,,,,,0
2561,2561,SBD Harrison past Gainsborough Dr,1545 N HARRISON RD & GAINSBOROUGH DR,42.75086,-84.493671,,,,,,0
2568,2568,SBD Harrison past Kalamazoo St,S HARRISON RD & MICHIGAN/HARRISON TURNAROUND,42.728615,-84.493986,,,,,,0
2570,2570,SBD Harrison Rd before Sever Dr,S HARRISON RD & LILAC AVE,42.72253,-84.493971,,,,,,0
2572,2572,SBD Harrison before Service Rd,HARRISON RD & S HARRISON RD,42.718843,-84.493964,,,,,,0
2574,2574,WBD S Crescent before S Middlevale,SOUTH CRESCENT RD & S HARRISON RD,42.71371,-84.497533,,,,,,0
2576,2576,Middlevale near Laundromat,MIDDLEVALE RD & S HARRISON RD,42.717605,-84.501507,,,,,,0
2580,2580,EBD N Crescent before Harrison,CRESCENT RD & S HARRISON RD,42.716276,-84.495564,,,,,,0
2581,2581,NBD Harrison past Crescent Rd,S HARRISON RD & CRESCENT RD,42.71657,-84.493599,,,,,,0
2583,2583,NBD Harrison past Wilson Rd,S HARRISON RD & LILAC AVE,42.722592,-84.49359,,,,,,0
2586,2586,EBD S Shaw at Chemistry,S SHAW LN & RAMP 1,42.725171,-84.475076,,,,,,0
2592,2592,NBD Hagadorn at Glenwood Apt.,4630 S HAGADORN RD & TWYCKINGHAM DR,42.71545,-84.461977,,,,,,0
2598,2598,NBD Hagadorn past Cahill Dr,N HAGADORN RD & CAHILL DR,42.734134,-84.462088,,,,,,0
2599,2599,NBD Hagadorn past Linden St,N HAGADORN RD & LINDEN ST,42.736541,-84.462108,,,,,,0
2600,2600,NBD Hagadorn past Snyder Rd,N HAGADORN RD & MOUNT VERNON AVE,42.738876,-84.46214,,,,,,0
2601,2601,NBD Hagadorn past Burcham Dr,N HAGADORN RD & BURCHAM DR,42.741186,-84.46218,,,,,,0
2603,2603,SBD Hagadorn past Haslett,N HAGADORN RD & CEDARHILL DR,42.746223,-84.462372,,,,,,0
2605,2605,EBD Haslett past Deerpath Ln,1800 HASLETT RD & DEER PATH LN,42.746904,-84.454384,,,,,,0
2614,2614,SBD Hagadorn past Snyder Rd,587 N HAGADORN RD & SNYDER RD,42.73842,-84.462301,,,,,,0
2615,2615,SBD Hagadorn past Beech St,N HAGADORN RD & LINDEN ST,42.736505,-84.462256,,,,,,0
2616,2616,SBD Hagadorn past Albert Ave,N HAGADORN RD & CAHILL DR,42.734152,-84.462236,,,,,,0
2630,2630,SBD Marsh past W Lake Dr,MARSH RD & LAKE DR,42.749369,-84.408536,,,,,,0
2640,2640,WBD Lake Lansing past Martinus St,LAKE LANSING RD & MARTINUS ST,42.753989,-84.410035,,,,,,0
2641,2641,WBD Lake Lansing past Cypress St,LAKE LANSING RD & GREENMAN ST,42.753982,-84.41167,,,,,,0
2642,2642,WBD Lake Lansing past Buena Pkwy,LAKE LANSING RD & BUENA PKWY,42.75398,-84.416155,,,,,,0
2644,2644,NBD LacDuMont near #2091,LAC DU MONT DR,42.752807,-84.424504,,,,,,0
2645,2645,NBD LacDuMont before Lake Lansing,2101 LAC DU MONT DR & 2101 Lac DuMont,42.75501,-84.423807,,,,,,0
2646,2646,SBD LacDuMont past Lake Lansing,LAC DU MONT DR & LAKE LANSING RD,42.755109,-84.423955,,,,,,0
2647,2647,NBD LacDuMont past Bois Isle,1941 LAC DU MONT DR & HASLETT RD,42.749332,-84.420541,,,,,,0
2652,2652,EBD Lake Lansing before Bois Isle,LAKE LANSING RD & LAC DU MONT DR,42.755402,-84.422283,,,,,,0
2655,2655,SBD Marsh past E Lake Lansing Ct.,MARSH RD & LAKE DR,42.752788,-84.408662,,,,,,0
2665,2665,SBD Marsh before Haslett Rd,MARSH RD & HASLETT RD,42.747902,-84.408491,,,,,,0
2666,2666,SBD Marsh past Nemoke Trl,MARSH RD & NEMOKE TRL,42.741933,-84.408151,,,,,,0
2667,2667,SBD Marsh past Rolling Hills Dr,MARSH RD & Rolling Hills Dr,42.73821,-84.40821,,,,,,0
2668,2668,SBD Marsh past Huntsville Dr,MARSH RD & MONTGOMERY CT,42.736055,-84.409359,,,,,,0
2669,2669,SBD Marsh Rd at Tihart Dr,MARSH RD & 5TH AVE,42.733078,-84.410829,,,,,,0
2675,2675,NBD Dobie past Birchwood Dr,DOBIE RD & BIRCHWOOD DR,42.707485,-84.410283,,,,,,0
2676,2676,SBD Dobie past Hatch Rd,DOBIE RD & HATCH RD,42.704381,-84.410414,,,,,,0
2678,2678,SBD Dobie past Sashabaw Rd,DOBIE RD & SASHABAW DR,42.690941,-84.41045,,,,,,0
2682,2682,NBD Dobie past Algoma Dr,DOBIE RD & ALGOMA DR,42.687675,-84.410299,,,,,,0
2684,2684,WBD Jolly past Fairhills Dr,JOLLY RD & SUMMERGATE LN,42.683063,-84.420653,,,,,,0
2691,2691,NBD Okemos past Jolly Oak Rd,3590 OKEMOS RD & ASSOCIATION DR,42.68528,-84.432365,,,,,,0
2692,2692,NBD Okemos past Tamarack Dr,OKEMOS RD & TAMARACK DR,42.691275,-84.432339,,,,,,0
2695,2695,NBD Okemos past Kinawa Dr,OKEMOS RD & Kinawa Dr,42.697422,-84.432324,,,,,,0
2696,2696,NBD Okemos before Sower Blvd,OKEMOS RD & before Sower,42.701582,-84.43229,,,,,,0
2698,2698,NBD Okemos past Science Pkwy,4321 OKEMOS RD & RIVERWOOD DR,42.707202,-84.432277,,,,,,0
2727,2727,EBD Grand River Ave at Webberville,GRAND RIVER AVE W,42.667161,-84.187707,,,,,,0
2730,2730,EBD Grand River past Skirting Av,E GRAND RIVER AVE & N MULLET ST,42.685508,-84.265047,,,,,,0
2735,2735,WBD Grand River Ave before Jackson,W GRAND RIVER AVE & Jackson,42.688771,-84.285533,,,,,,0
2736,2736,WBD Grand River past McCormick,W GRAND RIVER AVE & McCormick,42.687839,-84.292767,,,,,,0
2738,2738,WBD Grand River past Corwin Rd,W GRAND RIVER AVE & Corwin,42.68806,-84.30314,,,,,,0
2740,2740,WBD Grand River Ave at Spruce Rd,W GRAND RIVER AVE & VAN ATTA RD,42.712168,-84.37758,,,,,,0
2797,2797,NBD N East past Banghart,N EAST ST & BANGHART ST,42.760625,-84.542739,,,,,,0
2801,2801,NBD High past E Grand River Ave,N HIGH ST & DRURY LN,42.747881,-84.53862,,,,,,0
2837,2837,NBD Harrison past Grand River,N HARRISON RD & HUNTINGTON RD,42.738529,-84.493542,,,,,,0
2842,2842,WBD Kalamazoo past Harrison,E KALAMAZOO ST & FARM LN,42.729206,-84.494551,,,,,,0
2843,2843,EBD Kalamazoo past Dem Hall Dr,E KALAMAZOO ST & UNIVERSITY VILLAGE ENTRANCE,42.730105,-84.489108,,,,,,0
2844,2844,EBD Shaw past Bogue,E SHAW LN & RAMP 1,42.725668,-84.470703,,,,,,0
2848,2848,WBD Haslett past Deerpath Ln,HASLETT RD & WOODSIDE DR,42.747003,-84.454777,,,,,,0
2849,2849,WBD Haslett past Ferndale Ave,1655 HASLETT RD & PARKVALE AVE,42.747006,-84.45823,,,,,,0
2859,2859,NBD Harrison Rd at Forest Acres,S HARRISON RD & TECHNOLOGY BLVD,42.709161,-84.493806,,,,,,0
2864,2864,WBD Mt Hope before Comanche Dr,E MOUNT HOPE RD & COPPERHILL DR,42.71188,-84.446019,,,,,,0
2866,2866,SBD Okemos past Kewanee Way,4397 OKEMOS RD & KEWANEE WAY,42.709,-84.432432,,,,,,0
2867,2867,SBD Okemos past Science Pkwy,OKEMOS RD & PAST SCIENCE BOULEVARD,42.70662,-84.432438,,,,,,0
2875,2875,EBD Shaw before Wilson,E SHAW LN & WILSON RD,42.72537,-84.46789,,,,,,0
2878,2878,NBD Red Cedar past W Shaw Ln,RED CEDAR RD & SCIENCE RD,42.728695,-84.482845,,,,,,0
2879,2879,WBD Red Cedar before Chestnut Rd,RED CEDAR RD & SCIENCE RD,42.730765,-84.486355,,,,,,0
2880,2880,SBD Okemos past Sower Blvd,OKEMOS RD & past Sower,42.701135,-84.432438,,,,,,0
2881,2881,SBD Okemos past  Bennett Rd,3965 OKEMOS RD & HERITAGE AVE,42.696384,-84.432462,,,,,,0
2882,2882,SBD Okemos past Knob Hill Dr,OKEMOS RD & KNOB HILL DR,42.690496,-84.4325,,,,,,0
2883,2883,SBD Okemos before Jolly Oaks Rd,OKEMOS RD & JOLLY OAK RD,42.685772,-84.432511,,,,,,0
2887,2887,WBD Mt Hope past Seminole Pl,E MOUNT HOPE RD & INDIAN HILLS DR,42.711927,-84.433113,,,,,,0
2890,2890,SBD Farm past Wilson,FARM LN,42.722561,-84.478053,,,,,,0
2898,2898,SBD Chestnut Rd before Dem. Hall,CHESTNUT RD & SCIENCE RD,42.729979,-84.487707,,,,,,0
2912,2912,EBD Haslett past Westminster Way,2319 HASLETT RD & past Westminster,42.746916,-84.434431,,,,,,0
2913,2913,EBD Haslett past N Okemos Rd,2111 HASLETT RD & past OKEMOS RD,42.747004,-84.426322,,,,,,0
2915,2915,NBD Chestnut past Dem Hall Dr.,CHESTNUT RD & ELM ST,42.729782,-84.487708,,,,,,0
2916,2916,EBD Red Cedar past Chestnut,RED CEDAR RD & FARM LN,42.730209,-84.485471,,,,,,0
2917,2917,SBD Red Cedar at Wells Hall,RED CEDAR RD & ELM ST,42.728623,-84.482919,,,,,,0
2918,2918,EBD S Shaw before Farm,S SHAW LN & FARM LN,42.725175,-84.479498,,,,,,0
2931,2931,WBD Haslett past N Okemos Rd,HASLETT RD & WESTMINSTER WAY,42.747097,-84.428361,,,,,,0
2949,2949,SBD Coolidge Rd past W Lake Lansing,COOLIDGE RD & W LAKE LANSING RD,42.760004,-84.503501,,,,,,0
2995,2995,WBD Trappers Cove before Dunckel,TRAPPERS COVE TRL & BEAU JARDIN DR,42.687483,-84.508705,,,,,,0
3005,3005,NBD Washington past St Joseph,S WASHINGTON AVE & E HILLSDALE ST,42.726643,-84.552247,,,,,,0
3012,3012,SBD Capitol past W Ionia St,N CAPITOL AVE & W OTTAWA ST,42.735583,-84.553937,,,,,,0
3013,3013,SBD Capitol before W Allegan St,S CAPITOL AVE & E MICHIGAN AVE,42.732871,-84.553988,,,,,,0
3014,3014,SBD Capitol past W Washtenaw St,S CAPITOL AVE & W WASHTENAW ST,42.73101,-84.553977,,,,,,0
3024,3024,WBD Shiawassee past Cedar,E SHIAWASSEE ST & N CEDAR ST,42.737307,-84.54697,,,,,,0
3028,3028,WBD Shiawassee past N Pine St,W SHIAWASSEE ST & N SYCAMORE ST,42.737392,-84.560631,,,,,,0
3029,3029,WBD Shiawassee past N Butler Blvd,W SHIAWASSEE ST & N MARTIN LUTHER KING JR BLVD,42.737429,-84.56498,,,,,,0
3033,3033,WBD Ottawa past N Capitol Ave,W OTTAWA ST & SEYMOUR AVE,42.734724,-84.554257,,,,,,0
3034,3034,WBD Ottawa St before Chestnut St,W OTTAWA ST & N CHESTNUT ST,42.734743,-84.558139,,,,,,0
3036,3036,EBD Allegan past Butler,W ALLEGAN ST & S BUTLER BLVD,42.732651,-84.564245,,,,,,0
3037,3037,EBD Allegan St before S Sycamore St,W ALLEGAN ST & S BUTLER BLVD,42.732632,-84.561665,,,,,,0
3038,3038,EBD  Allegan past S Pine St,W ALLEGAN ST & S PINE ST,42.732622,-84.558545,,,,,,0
3039,3039,EBD Allegan before Townsend St,W ALLEGAN ST & TOWNSEND ST,42.732612,-84.555781,,,,,,0
3040,3040,EBD Allegan past Capitol Ave,W ALLEGAN ST & CAPITOL,42.732612,-84.55346,,,,,,0
3045,3045,WBD Kalamazoo past S Walnut St,W KALAMAZOO ST & S WALNUT ST,42.730081,-84.557404,,,,,,0
3046,3046,WBD Kalamazoo past S Pine St,W KALAMAZOO ST & S PINE ST,42.730099,-84.560623,,,,,,0
3047,3047,WBD Kalamazoo before S Butler Blvd,W KALAMAZOO ST & MICHIGAN STATE LIBRARY/MUSEUM,42.730118,-84.564123,,,,,,0
3091,3091,WBD Gr. River past Mall Entrance,W GRAND RIVER AVE & W OTTAWA ST,42.721706,-84.424861,,,,,,0
3159,3159,EBD Reo Rd past Sidney St,REO RD & RICHMOND ST,42.686635,-84.584693,,,,,,0
3192,3192,EBD Willow before Cleo,W WILLOW ST & CLEO ST,42.74828,-84.57682,,,,,,0
3206,3206,WBD Saginaw past Robbins Rd,E SAGINAW HWY & WINSFRED AVE,42.7411,-84.61443,,,,,,0
3208,3208,WBD Saginaw before Mall Dr E,E SAGINAW HWY & IRIS AVE,42.741153,-84.620165,,,,,,0
3230,3230,SBD Pine past W Maple St,N PINE ST & W MAPLE ST,42.74593,-84.55996,,,,,,0
3240,3240,Peckham Riverside,N MARTIN LUTHER KING JR BLVD & MLK/LOGAN ACCESS CUTOFF,42.758879,-84.567367,,,,,,0
3258,3258,SBD Cedar past Baker St,S CEDAR ST & BAKER ST,42.71615,-84.54649,,,,,,0
3265,3265,SBD Cedar St before Crest St,S CEDAR ST & BROOKLAND BLVD,42.69965,-84.54811,,,,,,0
3268,3268,SBD Cedar past E Mason St,S CEDAR ST & MAPLEHILL AVE,42.69205,-84.54812,,,,,,0
3275,3275,EBD Miller past S Cedar St,E MILLER RD & MEIJER PENNSYLVANIA LOT,42.669165,-84.542129,,,,,,0
3276,3276,SBD Pennsylvania past Miller Rd,S PENNSYLVANIA AVE & RAMADA DR,42.668808,-84.538256,,,,,,0
3277,3277,SBD Pennsylvania before Pierpoint,S PENNSYLVANIA AVE & PENNSYLVANIA/E I 96 CONNECTOR RAMP,42.66297,-84.5383,,,,,,0
3279,3279,SBD Cedar past Long Blvd,S CEDAR ST & LONG BLVD,42.65865,-84.5368,,,,,,0
3280,3280,SBD Cedar past Willoughby Rd,CEDAR ST & S CEDAR ST,42.653857,-84.5319,,,,,,0
3282,3282,SBD Cedar past Fay Ave,CEDAR ST,42.649467,-84.526703,,,,,,0
3283,3283,SBD Aurelius before Spahr Ave,AURELIUS RD & CEDAR ST,42.64675,-84.52354,,,,,,0
3284,3284,SBD Aurelius Rd before Decamp Ave,AURELIUS RD & DECAMP AVE,42.64418,-84.52354,,,,,,0
3290,3290,SBD Eifert past W Holt Rd,N EIFERT RD & W HOLT RD,42.639742,-84.543115,,,,,,0
3299,3299,EBD Wilcox past Eifert Rd,WILCOX RD & TUPELO TRL,42.633003,-84.541439,,,,,,0
3300,3300,EBD Wilcox past Laurelwood Dr,WILCOX RD & DOGWOOD DR,42.632956,-84.537133,,,,,,0
3303,3303,EBD Wilcox past Heather Haven Dr,WILCOX RD & FOXWOOD DR,42.632973,-84.534484,,,,,,0
3305,3305,EBD Wilcox past Foxwood Dr,WILCOX RD & FOXWOOD DR,42.632944,-84.530816,,,,,,0
3306,3306,EBD Wilcox past Meadow Dr,WILCOX RD & MEADOW DR,42.632906,-84.526511,,,,,,0
3311,3311,WBD Sycamore past Park St,W SYCAMORE ST & S PARK ST,42.581242,-84.445052,,,,,,0
3313,3313,NBD Cedar past Columbia St,N CEDAR ST & CENTER ST,42.582932,-84.452771,,,,,,0
3315,3315,NBD Cedar past Curtis St,N CEDAR ST & CURTIS ST,42.588644,-84.456645,,,,,,0
3318,3318,NBD Aurelius before Weswilmar Dr,AURELIUS RD & WILCOX RD,42.634112,-84.523296,,,,,,0
3319,3319,NBD Aurelius past Sycamore St,AURELIUS RD & GROVE AVE,42.636689,-84.523317,,,,,,0
3321,3321,NBD Aurelius past Doncaster,AURELIUS RD & DONCASTER AVE,42.629621,-84.523202,,,,,,0
3325,3325,NBD Cedar past Veterans Dr,CEDAR ST & VETERANS DR,42.64129,-84.51625,,,,,,0
3327,3327,NBD Cedar St at North St,CEDAR ST & NORTH ST,42.644981,-84.520254,,,,,,0
3328,3328,NBD Cedar St before Keller Rd,CEDAR ST & E LENAWEE ST,42.646995,-84.522546,,,,,,0
3329,3329,NBD Cedar past Aurelius Rd,CEDAR ST & NORTH ST,42.6481,-84.52421,,,,,,0
3330,3330,NBD Cedar St at Fay Ave,CEDAR ST & FAY ST,42.65028,-84.52762,,,,,,0
3331,3331,NBD Cedar past Willoughby Rd,S CEDAR ST & BENTON ST,42.65534,-84.53311,,,,,,0
3333,3333,NBD Cedar past Roth Dr,S CEDAR ST & E I 96,42.65976,-84.53735,,,,,,0
3334,3334,NBD Pennsylvania past Pierpoint,S PENNSYLVANIA AVE & PENNSYLVANIA/E I 96 CONNECTOR RAMP,42.66317,-84.53814,,,,,,0
3335,3335,NBD Cedar past Miller Rd,S CEDAR ST & CURRY LN,42.67015,-84.54441,,,,,,0
3336,3336,NBD Cedar past Kaynorth Rd,S CEDAR ST & CURRY LN,42.67352,-84.54619,,,,,,0
3337,3337,NBD Cedar past Northrup St,S CEDAR ST & E NORTHRUP ST,42.67691,-84.54767,,,,,,0
3340,3340,NBD Cedar past Samantha Ave,S CEDAR ST & E EVERETTDALE AVE,42.68894,-84.54793,,,,,,0
3342,3342,NBD Cedar past Hunter Blvd,S CEDAR ST & E ROUSE ST,42.694975,-84.547995,,,,,,0
3343,3343,NBD Cedar past Holmes Rd,S CEDAR ST & E ROUSE ST,42.697847,-84.547968,,,,,,0
3344,3344,NBD Cedar past Brookland Blvd,S CEDAR ST & E HODGE AVE,42.70015,-84.54793,,,,,,0
3345,3345,NBD Cedar past Paris Ave,S CEDAR ST & DENVER ST,42.702204,-84.547965,,,,,,0
3347,3347,NBD Cedar past Tisdale Ave,S CEDAR ST & E ROCKFORD RD,42.707305,-84.547937,,,,,,0
3348,3348,NBD Cedar past Riley St,S CEDAR ST & WOODROW AVE,42.7099,-84.547911,,,,,,0
3349,3349,NBD Cedar before Norman St,S CEDAR ST & NORMAN ST,42.71297,-84.54736,,,,,,0
3350,3350,NBD Cedar past Isbell St,S CEDAR ST & ISBELL ST,42.7145,-84.54686,,,,,,0
3351,3351,NBD Cedar past Baker St,S CEDAR ST & BAKER ST,42.71677,-84.54613,,,,,,0
3353,3353,EBD Kalamazoo past Beech St,E KALAMAZOO ST & BEECH ST,42.729888,-84.543684,,,,,,0
3354,3354,EBD Kalamazoo past S Hosmer St,E KALAMAZOO ST & S HOSMER ST,42.72986,-84.540048,,,,,,0
3355,3355,EBD Kalamazoo past S Pennsylvania,E KALAMAZOO ST & BINGHAM ST,42.729841,-84.537456,,,,,,0
3356,3356,EBD Kalamazoo past S Holmes St,E KALAMAZOO ST & S HOLMES ST,42.729856,-84.532432,,,,,,0
3363,3363,SBD Aurelius past E Mt Hope Ave,AURELIUS RD & FOREST RD,42.711535,-84.523349,,,,,,0
3366,3366,SBD Stoneleigh past Forest Rd,,42.703638,-84.51502,,,,,,0
3367,3367,SBD Stoneleigh before Fireside Dr,,42.701061,-84.515011,,,,,,0
3368,3368,SBD Stoneleigh past Wabash Rd,,42.697777,-84.515002,,,,,,0
3369,3369,WBD Provincial House at Stoneleigh,,42.696722,-84.516858,,,,,,0
3370,3370,WBD Provincial House past Callihan,,42.696483,-84.521315,,,,,,0
3371,3371,SBD Aurelius past Irvington Ave,,42.694552,-84.523428,,,,,,0
3372,3372,SBD Aurelius past Luwanna Dr,,42.692914,-84.52343,,,,,,0
3373,3373,SBD Aurelius past Lourdes Ct,,42.691366,-84.523444,,,,,,0
3374,3374,SBD Aurelius past Cavanaugh Rd,,42.689756,-84.523433,,,,,,0
3375,3375,SBD Aurelius past Irene St,,42.686418,-84.523462,,,,,,0
3378,3378,NBD Dunckel before Jolly,,42.682252,-84.513413,,,,,,0
3380,3380,EBD Beau Jardin before Belle Chase,3029 BEAU JARDIN DR & FIVE OAKS DR,42.684441,-84.509408,,,,,,0
3381,3381,NBD Trappers Cove past Beau Jardin,TRAPPERS COVE TRL & BEAU JARDIN DR,42.68493,-84.504731,,,,,,0
3385,3385,NBD Aurelius past Irene St,AURELIUS RD & IRENE ST,42.686892,-84.523351,,,,,,0
3386,3386,NBD Aurelius past Cavanaugh Rd,AURELIUS RD & E CAVANAUGH RD,42.690943,-84.5233,,,,,,0
3387,3387,NBD Aurelius past Luwanna Rd,AURELIUS RD & LUWANNA DR,42.693218,-84.523332,,,,,,0
3388,3388,NBD Aurelius past Irvington Ave,AURELIUS RD & GREENWICH CT,42.695062,-84.523317,,,,,,0
3389,3389,EBD Stoneleigh past Prov. House,STONELEIGH DR & CALLIHAN CT,42.696703,-84.515544,,,,,,0
3390,3390,NBD Stoneleigh past Fireside Dr,STONELEIGH DR & FIRESIDE DR,42.701454,-84.5149,,,,,,0
3391,3391,NBD Stoneleigh past Tammany Ave,STONELEIGH DR & ARBOR FOREST DR,42.703163,-84.51491,,,,,,0
3393,3393,WBD Forest Rd before Aurelius Rd,FOREST RD & AURORA DR,42.704662,-84.521846,,,,,,0
3394,3394,NBD Aurelius past Mt Hope Ave,AURELIUS RD & E MOUNT HOPE AVE,42.712134,-84.523189,,,,,,0
3402,3402,WBD  Kalamazoo before Holmes St,E KALAMAZOO ST & S HOLMES ST,42.729963,-84.532284,,,,,,0
3405,3405,WBD Kalamazoo before Beech St,E KALAMAZOO ST & BEECH ST,42.730004,-84.543733,,,,,,0
3417,3417,SBD Pennsylvania past Alden Dr,S PENNSYLVANIA AVE & ALDEN DR,42.69975,-84.53817,,,,,,0
3444,3444,NBD Waverly past Old Farm Ln,S WAVERLY RD & OLD FARM LN,42.674296,-84.602983,,,,,,0
