route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
09,16,3030692,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395787,42934,0,0
09,16,3030691,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395788,42934,0,0
09,16,3030693,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395791,42934,0,0
09,16,3030687,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395787,42934,0,0
09,16,3030688,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395788,42934,0,0
09,16,3030689,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395790,42934,0,0
09,16,3030695,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395791,42934,0,0
09,16,3030694,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395787,42934,0,0
09,16,3030699,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395788,42934,0,0
09,16,3030700,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395793,42934,0,0
09,16,3030701,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395791,42934,0,0
09,16,3030702,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395787,42934,0,0
09,16,3030703,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395788,42934,0,0
09,16,3030704,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395793,42934,0,0
09,16,3030712,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395792,42934,0,0
09,16,3030705,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395791,42934,0,0
09,16,3030706,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395787,42934,0,0
09,16,3030707,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395788,42934,0,0
09,16,3030708,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395793,42934,0,0
09,16,3030709,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395792,42934,0,0
09,16,3030710,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395791,42934,0,0
09,16,3030711,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395788,42934,0,0
09,16,3030713,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395793,42934,0,0
09,16,3030697,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395792,42934,0,0
09,16,3030714,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395789,42934,0,0
09,16,3030698,9 S MARTIN L KING - HILL VOC CTR - S PENN MEIJER,,0,395791,42934,0,0
